plant,planner,planner_arg,seed,rep,wall_s,return_sum,return_mean,steps_survived,survived,diverged,frac_diverged,plan_return_mean,optimism_gap,pred_err_1step,vel_err,yaw_rate_err,torque_rms
0.5,0.5,match,0,0,56.661370277404785,26.004932522773743,0.37688308004019916,69.0,0.0,0.0,0.001578962101655848,-0.2667332793490085,-0.6436163593892077,0.0011726057330496828,0.5848404203636058,1.0835783338525158,36.66803064234386
0.5,1.0,1.0,0,0,0.282055139541626,6.413873612880707,0.8017342016100883,8.0,0.0,0.0,0.0,0.6693765861647469,-0.13235761544534141,0.23277270773957884,0.18700224068015814,0.3493224550038576,56.988638230704694
0.6,0.6,match,0,0,2.6740622520446777,80.28453832864761,0.7365553975105286,109.0,0.0,0.0,0.0,0.48748926142299615,-0.24906613608753242,0.0024908543130579717,0.2983696932366135,1.7877283007453342,36.84253268874201
0.6,1.0,1.0,0,0,0.8587336540222168,20.920843422412872,0.6537763569504023,32.0,0.0,0.0,0.0,0.4948807161661886,-0.15889564078421364,0.06372197307345848,0.4177086977288127,1.5565029031131417,38.46870983874706
0.7,0.7,match,0,0,4.2172887325286865,132.89143252372742,0.7465810815939743,178.0,0.0,0.0,0.0,0.5941358367770405,-0.15244524481693378,0.002009756211190645,0.2791830895133735,1.5264273893632245,31.817756219107977
0.7,1.0,1.0,0,0,0.8599452972412109,27.124694108963013,0.8219604275443337,33.0,0.0,0.0,0.0,0.7483759392052889,-0.07358448833904485,0.04603927485732129,0.22783340445973657,1.272442459721457,33.411793484562516
0.8,0.8,match,0,0,3.8124563694000244,123.15342235565186,0.794538208746141,155.0,0.0,0.0,0.0,0.6189871820584907,-0.17555102668765032,0.0006185467624907852,0.2522801070504131,1.4947098112394732,30.786317822260564
0.8,1.0,1.0,0,0,2.996464967727661,94.034159719944,0.8037107668371282,117.0,0.0,0.0,0.0,0.7297088447315939,-0.07400192210553425,0.01786869272322731,0.23804109947931054,1.3100346188005219,32.61574361896082
0.9,0.9,match,0,0,2.8994085788726807,89.23087853193283,0.7967042726065431,112.0,0.0,0.0,0.0,0.7434373089859078,-0.05326696362063532,0.0019997025211474415,0.2594205731999994,1.7734058654667544,32.07033634905097
0.9,1.0,1.0,0,0,3.5552427768707275,113.71974527835846,0.8065230161585706,141.0,0.0,0.0,0.0,0.5976671725511551,-0.2088558436074155,0.008464552334667782,0.23943836716208475,1.2324497506603704,32.473397081779275
1.0,1.0,match,0,0,3.9460322856903076,108.02016270160675,0.6969042754942371,155.0,0.0,0.0,0.0,0.5571613281408881,-0.1397429473533489,0.0008730337034953132,0.37134929925443666,1.4970545343814357,31.73792537447814
1.0,1.0,1.0,0,0,4.815552473068237,135.31911611557007,0.7122058742924741,190.0,0.0,0.0,0.0,0.5328620302998436,-0.17934384399263048,0.0015176909824158767,0.36649503811801737,1.6694568463552155,32.43096744099193
1.2,1.2,match,0,0,4.250732898712158,62.807762145996094,0.3716435629940597,169.0,0.0,0.0,0.0,-0.058463523120042826,-0.43010708611410253,0.002045340917779489,0.48070865730650325,1.6490328150178641,35.41512862303364
1.2,1.0,1.0,0,0,4.25565767288208,128.8519434928894,0.7856825822737159,164.0,0.0,0.0,0.0,0.5487800455463627,-0.23690253672735317,0.014271717267882284,0.2612546958262101,1.5593132810871593,31.75102859773788
1.4,1.4,match,0,0,4.190472602844238,80.39908611774445,0.4785659887960979,168.0,0.0,0.0,0.0,0.02526586917703023,-0.4533001196190677,0.0010031135631560666,0.3892262491752349,1.2354928832612044,34.626417652689085
1.4,1.0,1.0,0,0,3.481755018234253,102.91292428970337,0.7403807502856358,139.0,0.0,0.0,0.0,0.570409770326122,-0.16997097995951382,0.025626271289935255,0.3323377225708833,1.4800005441518138,31.42362966922616
1.7,1.7,match,0,0,3.804420232772827,102.74068158864975,0.7184663048157325,143.0,0.0,0.0,0.0,0.6171253536578635,-0.10134095115786901,0.0007224121111512816,0.34695474350160654,1.663534808382913,38.43785360322111
